Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label
6	Dorsal process of premaxilla	3	extension of dorsa	UBERON:3000003	'alary process of premaxilla'	PATO:0002488	overlapping	UBERON:0000209	'tetrapod frontal bone'
6	Dorsal process of premaxilla	4	State 4						
7	Pelage - Basal bulb presence	0	no basal bulb, proximal third of hair filament is of roughly uniform diameter	BSPO:0000077 and (BFO:0000050 some UBERON:0002074)	'proximal region' and (part_of some 'hair shaft')	PATO:0005022	'uniform diameter'		
7	Pelage - Basal bulb presence	1	basal bulb present in proximal third of of hair filiment	BSPO:0000077 and (BFO:0000050 some UBERON:0002074)	'proximal region' and (part_of some 'hair shaft')	PATO:0001851	swollen		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0018367 and (BFO:0000050 some UBERON:0004626)	'processus ventralis of thoracic vertebra' and (part_of some 'thoracic vertebra 1')	PATO:0000462	absent		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0018367 and (BFO:0000050 some UBERON:0004626)	'processus ventralis of thoracic vertebra' and (part_of some 'thoracic vertebra 1')	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0018367 and (BFO:0000050 some UBERON:0004627)	'processus ventralis of thoracic vertebra' and (part_of some 'thoracic vertebra 2')	PATO:0000462	absent		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0018367 and (BFO:0000050 some UBERON:0004627)	'processus ventralis of thoracic vertebra' and (part_of some 'thoracic vertebra 2')	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	1	trifid processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0018367 and (BFO:0000050 some UBERON:0004626)	'processus ventralis of thoracic vertebra' and (part_of some 'thoracic vertebra 1')	PATO:0001890	tripartite		
8	Thoracic vertebrae 1 and 2:	1	trifid processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some (UBERON:0018367 and (BFO:0000050 some UBERON:0004626)))))	'anatomical projection' and (part_of some ('lateral region' and (part_of some ('processus ventralis of thoracic vertebra' and (part_of some 'thoracic vertebra 1')))))	PATO:0000467	present		
8	Thoracic vertebrae 1 and 2:	1	trifid processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0018367 and (BFO:0000050 some UBERON:0004627)	'processus ventralis of thoracic vertebra' and (part_of some 'thoracic vertebra 2')	PATO:0001890	tripartite		
8	Thoracic vertebrae 1 and 2:	1	trifid processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some (UBERON:0018367 and (BFO:0000050 some UBERON:0004627)))))	'anatomical projection' and (part_of some ('lateral region' and (part_of some ('processus ventralis of thoracic vertebra' and (part_of some 'thoracic vertebra 2')))))	PATO:0000467	present		
9	Anal fin with double base-plate	0	absent	UBERONTEMP:1a260624-dd7f-4984-a989-789d6e961a3c	'double base-plate'	PATO:0000462	absent		
9	Anal fin with double base-plate	1	present	UBERONTEMP:1a260624-dd7f-4984-a989-789d6e961a3c	'double base-plate'	PATO:0000467	present		
10	Craniomandibular joint	0	posterior to occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001633	'posterior to'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	1	even with occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001653	'aligned with'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	2	anterior to occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001632	'anterior to'	UBERON:0006054	'surface of occiput'
11	Humerus, distal end, ventral supracondylar tubercle:	0	low tubercle	UBERON:0018371	'ventral supracondylar tubercle'	PATO:0000569	'decreased height'		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERON:0018371	'ventral supracondylar tubercle'	PATO:0001154	elongated		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERON:0018371	'ventral supracondylar tubercle'	PATO:0002212	slender		
12	Dorsal cloacal glands in female:	0	absent	UBERON:0017164	'dorsal cloacal gland'	PATO:0000462	absent		
12	Dorsal cloacal glands in female:	1	present	UBERON:0017164	'dorsal cloacal gland'	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	0	present	UBERON:0001094	'sacral vertebra'	PATO:0001667	'attached to'	UBERON:0001273	ilium
13	Sacral vertebrae, functional (DeBC-72)	1	absent	UBERON:0001094	'sacral vertebra'	PATO:0001505	'separated from'	UBERON:0001273	ilium
14	Articular	0	present as separate element	UBERON:2001805	'articular bone'	PATO:0000651	'unfused from'	UBERON:0011637	'prearticular bone'
14	Articular	1	fused with prearticular	UBERON:2001805	'articular bone'	PATO:0000642	'fused with'	UBERON:0011637	'prearticular bone'
15	Ulna distinctly exceeding humerus in length:	0	no	UBERON:0001424	ulna	PATO:0000122 and (PHENOSCAPE:complement_of some (PATO:0000122 and (PATO:0002305 some (PATO:0000122 and (BFO:0000052 some UBERON:0000976)))))	length and (not some (length and (increased_in_magnitude_relative_to some (length and (inheres_in some humerus)))))		
15	Ulna distinctly exceeding humerus in length:	1	yes	UBERON:0001424	ulna	PATO:0000122 and (PATO:0002305 some (PATO:0000122 and (BFO:0000052 some UBERON:0000976)))	length and (increased_in_magnitude_relative_to some (length and (inheres_in some humerus)))		
16	Extent of epidermis in female cloacal chamber:	0	epidermal lining does notextend to anterior one half of cloacal cha	UBERON:0001003 and (BFO:0000050 some (BSPO:0000071 and (BFO:0000050 some (UBERON:0000162 and (BFO:0000050 some UBERON:0003100)))))	epidermis and (part_of some ('anterior region' and (part_of some (cloaca and (part_of some 'female organism')))))	PATO:0000462	absent		
16	Extent of epidermis in female cloacal chamber:	1	does extend into anteriorone-half of chamber	UBERON:0001003 and (BFO:0000050 some (BSPO:0000071 and (BFO:0000050 some (UBERON:0000162 and (BFO:0000050 some UBERON:0003100)))))	epidermis and (part_of some ('anterior region' and (part_of some (cloaca and (part_of some 'female organism')))))	PATO:0000467	present		
17	Fused puboischiadic bar	0	absent	UBERON:4200135	'puboischiadic bar'	PATO:0000462	absent		
17	Fused puboischiadic bar	1	present	UBERON:4200135	'puboischiadic bar'	PATO:0000467	present		
18	Vomers, fusion	0	absent	UBERON:0002396	vomer	PATOTEMP:90107b2b-e954-4469-8e9f-f19a5c6eb557	paired		
18	Vomers, fusion	1	present	UBERON:0002396	vomer	PATOTEMP:499c1f37-c1fe-456a-86be-ce5f94a44782	single		
19	Premaxilla, incisive process (GNC-46)	0	single	UBERON:0017249	'incisive process of premaxilla'	PATOTEMP:499c1f37-c1fe-456a-86be-ce5f94a44782	single		
19	Premaxilla, incisive process (GNC-46)	1	bipartite	UBERON:0017249	'incisive process of premaxilla'	PATO:0002533	bipartite		
19	Premaxilla, incisive process (GNC-46)	2	absent	UBERON:0017249	'incisive process of premaxilla'	PATO:0000462	absent		
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0004339	'vault of skull'
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0004339	'vault of skull'
21	Manual phalanx II-1, dorsal fossa:	0	single depression	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'bone fossa' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0002034	undivided		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'bone fossa' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0002533	bipartite		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0018306 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	bulge and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0000463	conspicuous		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0018306 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	bulge and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0002481	'oblique orientation'		
22	Gill rakers	0	longer than wide	UBERON:2000356	'gill raker'	PATO:0001154	elongated		
22	Gill rakers	1	wider than long	UBERON:2000356	'gill raker'	PATO:0002359	broad		
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	0	absent	BSPO:0000067 and (BFO:0000050 some (UBERON:0002397 and (BSPO:0000099 some UBERON:0018341)))	'medial side' and (part_of some (maxilla and (posterior_to some 'nasal process of premaxilla')))	PATO:0001505	'separated from'	BSPO:0000067 and (BFO:0000050 some (UBERON:0002397 and (BSPO:0000099 some UBERON:0018341)))	'medial side' and (part_of some (maxilla and (posterior_to some 'nasal process of premaxilla')))
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	1	present	BSPO:0000067 and (BFO:0000050 some (UBERON:0002397 and (BSPO:0000099 some UBERON:0018341)))	'medial side' and (part_of some (maxilla and (posterior_to some 'nasal process of premaxilla')))	PATO:0001961	'in contact with'	BSPO:0000067 and (BFO:0000050 some (UBERON:0002397 and (BSPO:0000099 some UBERON:0018341)))	'medial side' and (part_of some (maxilla and (posterior_to some 'nasal process of premaxilla')))
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	0	no	UBERON:0006846 and (BFO:0000050 some (BSPO:0000077 and (BFO:0000050 some UBERON:0006597)))	groove and (part_of some ('proximal region' and (part_of some 'quadrate bone')))	PATO:0000462	absent		
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERON:0006846 and (BFO:0000050 some (BSPO:0000077 and (BFO:0000050 some UBERON:0006597)))	groove and (part_of some ('proximal region' and (part_of some 'quadrate bone')))	PATO:0001596	'increased depth'		
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERON:0006846 and (BFO:0000050 some (BSPO:0000077 and (BFO:0000050 some UBERON:0006597)))	groove and (part_of some ('proximal region' and (part_of some 'quadrate bone')))	PATO:0000599	'decreased width'		
25	Intertarsal sesamoid:	0	absent	UBERON:0017261	'intertarsal sesamoid'	PATO:0000462	absent		
25	Intertarsal sesamoid:	1	present	UBERON:0017261	'intertarsal sesamoid'	PATO:0000467	present		
26	Pelvic fins	0	set apart, with a clear space between fins	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multicellular organism')	PATO:0001505	'separated from'	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multicellular organism')
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multicellular organism')	PATO:0002488	overlapping	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multicellular organism')
27	Postatlantal ribs	0	bicapitate	UBERON:0002228	rib	PATOTEMP:05e2dbcc-ba43-40e1-a80c-af1fdcb368b2	bicapitate		
27	Postatlantal ribs	1	unicapitate	UBERON:0002228	rib	PATOTEMP:09c64970-0329-4bad-9e19-2d2a9995742c	unicapitate		
28	Caudal spot expansion	0	caudal spot restricted to caudal fin	UBERONTEMP:a8fd6c8c-5029-4740-8e0c-99856641de75	'caudal spot'	PATO:0000467	present		
28	Caudal spot expansion	1	caudal spot continues across caudal peduncle as part of a horizontal band	UBERONTEMP:a8fd6c8c-5029-4740-8e0c-99856641de75	'caudal spot'	PATO:0005011	'continuous with'	UBERON:2002284 and (BFO:0000050 some UBERON:2000178) and (BFO:0000053 some PATOTEMP:a5ae04f1-1601-4881-b043-f326b6a2861b)	'body marking' and (part_of some 'caudal peduncle') and (bearer_of some 'horizontal band')
29	Lateral pelvic glands:	0	absent in males	UBERON:4300130	'lateral pelvic gland'	PATO:0000462	absent		
29	Lateral pelvic glands:	1	present	UBERON:4300130	'lateral pelvic gland'	PATO:0000467	present		
30	Retroarticular and process of anguloarticular on same vertical plane	0	no	UBERON:2000422	'retroarticular'	PATO:0001633	'posterior to'	UBERON:4100000 and (BFO:0000050 some UBERON:0004744)	'skeletal element projection' and (part_of some 'articular/anguloarticular')
30	Retroarticular and process of anguloarticular on same vertical plane	1	yes	UBERON:2000422	'retroarticular'	PATOTEMP:b65b4440-adac-459d-a9ec-dd491662621e	'aligned vertically with'	UBERON:4100000 and (BFO:0000050 some UBERON:0004744)	'skeletal element projection' and (part_of some 'articular/anguloarticular')
31	Rostrum, dense neurovascular pitting:	0	absent	UBERON:0005094	beak	PATO:0000141 and (PHENOSCAPE:complement_of some PATOTEMP:83838d86-b1f2-49ab-84e7-27e0a6983134)	structure and (not some 'neurovascular pitting')		
31	Rostrum, dense neurovascular pitting:	1	present	UBERON:0005094	beak	PATOTEMP:83838d86-b1f2-49ab-84e7-27e0a6983134	'neurovascular pitting'		
32	M. flexor cruris lateralis, pars accessoria:	0	present	UBERON:0017102	'flexor cruris lateralis pars accessoria muscle'	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	1	absent	UBERON:0017102	'flexor cruris lateralis pars accessoria muscle'	PATO:0000462	absent		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0010389	'pterygoid bone'	PATO:0002391	triradiate		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0010389	'pterygoid bone'	PATO:0002391	triradiate		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0004529 and (BFO:0000050 some UBERON:0010389)	'anatomical projection' and (part_of some 'pterygoid bone')	PATO:0002514	'anteromedial orientation'		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0010389	'pterygoid bone'	PATOTEMP:22a6171a-d202-4f19-baa9-e90d18079c0f	'boomerang-shaped'		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0010389	'pterygoid bone'	PATOTEMP:517eec99-06f8-46b2-a906-c20b72edcd9d	'bar-like'		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0010389	'pterygoid bone'	PATO:0000588	vestigial		
33	Pterygoid process	4	absent	UBERON:0010389	'pterygoid bone'	PATO:0000462	absent		
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	0	houses it	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	2	within prootic	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERONTEMP:93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	opening and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0000210	'tetrapod parietal bone'
35	C1 presence of upper canine UC1	0	present	UBERON:0018621	'upper canine tooth'	PATO:0000467	present		
35	C1 presence of upper canine UC1	1	absent	UBERON:0018621	'upper canine tooth'	PATO:0000462	absent		
36	Tooth cusps on lower pharyngobranchial toothplate	0	unicuspid (simple teeth)	UBERON:0001091 and (BFO:0000050 some UBERON:0018283)	'calcareous tooth' and (part_of some 'lower pharyngobranchial toothplate')	PATO:0005021	unicuspidate		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:0001091 and (BFO:0000050 some UBERON:0018283)	'calcareous tooth' and (part_of some 'lower pharyngobranchial toothplate')	PATOTEMP:85fc2166-d11b-4aae-95f5-21522ee77e9c	bicuspid		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:0001091 and (BFO:0000050 some UBERON:0018283)	'calcareous tooth' and (part_of some 'lower pharyngobranchial toothplate')	PATO:0005009	molariform		
37	Cheek scales	0	asquamate in part of region between eye and origin of mouth	UBERON:0018312	'cheek scale'	PATOTEMP:9cc98a1a-825a-4b19-9859-219e4c72f26e	'discontinuously distributed'		
37	Cheek scales	1	scales present throughout region between eye and origin of mouth	UBERON:0018312	'cheek scale'	PATOTEMP:ed9e88eb-3494-40d8-88ba-3883a7e5ebbf	'continuously distributed'		
38	Squamation, bony tubercles	0	absent	UBERONTEMP:3b77fb04-1e62-43af-a84b-5d5eb7388525	'bony tubercle'	PATO:0000462	absent		
38	Squamation, bony tubercles	1	present as individual tubercular osteoderms	UBERONTEMP:3b77fb04-1e62-43af-a84b-5d5eb7388525	'bony tubercle'	PATO:0000467	present		
38	Squamation, bony tubercles	1	present as individual tubercular osteoderms	UBERONTEMP:e721be0d-84cc-4420-be39-a96b9f84becc	osteoderm	PATO:0000467	present		
38	Squamation, bony tubercles	2	present as osteoscutes covered with multiple tubercles	UBERONTEMP:3b77fb04-1e62-43af-a84b-5d5eb7388525	'bony tubercle'	PATO:0000467	present		
38	Squamation, bony tubercles	2	present as osteoscutes covered with multiple tubercles	UBERONTEMP:080c03c2-7703-4e20-86a6-92044baec6b3	osteoscute	PATO:0000467	present		
39	Pitting on dorsal osteoderms	0	absent	UBERON:0018317	'dorsal osteoderm'	PATO:0000701	smooth		
39	Pitting on dorsal osteoderms	1	present as subspherical pits	UBERON:0018317	'dorsal osteoderm'	PATOTEMP:31bc4d29-9a48-4581-be6f-41132c77efb7	'subspherical pitting'		
39	Pitting on dorsal osteoderms	2	present as elongate pits	UBERON:0018317	'dorsal osteoderm'	PATOTEMP:90175bd2-30b1-4133-8ff4-223f0f820d83	'elongate pitting'		
39	Pitting on dorsal osteoderms	3	mixture of subspherical and elongate pits	UBERON:0018317	'dorsal osteoderm'	PATOTEMP:31bc4d29-9a48-4581-be6f-41132c77efb7	'subspherical pitting'		
39	Pitting on dorsal osteoderms	3	mixture of subspherical and elongate pits	UBERON:0018317	'dorsal osteoderm'	PATOTEMP:90175bd2-30b1-4133-8ff4-223f0f820d83	'elongate pitting'		
40	RPL nasal, anterior edge, shape	0	midline is positioned posterior to lateral extremity	BSPO:0000671 and (BFO:0000050 some UBERON:0001681)	'anterior margin' and (part_of some 'nasal bone')	PATO:0001857	concave		
40	RPL nasal, anterior edge, shape	1	relatively straight	BSPO:0000671 and (BFO:0000050 some UBERON:0001681)	'anterior margin' and (part_of some 'nasal bone')	PATO:0002180	straight		
40	RPL nasal, anterior edge, shape	2	midline is positioned anterior to lateral extremity	BSPO:0000671 and (BFO:0000050 some UBERON:0001681)	'anterior margin' and (part_of some 'nasal bone')	PATO:0001355	convex		
41	Pelvic plate semicircular with anterolateral concavity	0	absent	UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029	'pelvic plate'	PATO:0000052 and (PHENOSCAPE:complement_of some PATO:0002232)	shape and (not some semicircular)		
41	Pelvic plate semicircular with anterolateral concavity	0	absent	BSPO:0000082 and (BFO:0000050 some (BSPO:0000071 and (BFO:0000050 some UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029)))	'lateral region' and (part_of some ('anterior region' and (part_of some 'pelvic plate')))	PATO:0000052 and (PHENOSCAPE:complement_of some PATO:0001857)	shape and (not some concave)		
41	Pelvic plate semicircular with anterolateral concavity	1	present	UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029	'pelvic plate'	PATO:0002232	semicircular		
41	Pelvic plate semicircular with anterolateral concavity	1	present	BSPO:0000082 and (BFO:0000050 some (BSPO:0000071 and (BFO:0000050 some UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029)))	'lateral region' and (part_of some ('anterior region' and (part_of some 'pelvic plate')))	PATO:0001857	concave		
42	Maxillary tooth cross-section	0	labiolingually compressed	UBERON:0011593	'maxillary tooth'	PATO:0000921 and (PATO:0002304 some (PATO:0000122 and (BFO:0000052 some UBERON:0011593)))	width and (decreased_in_magnitude_relative_to some (length and (inheres_in some 'maxillary tooth')))		
42	Maxillary tooth cross-section	1	nearly circular	UBERON:0011593	'maxillary tooth'	PATO:0002397	subcircular		
42	Maxillary tooth cross-section	2	mesiodistally compressed	UBERON:0011593	'maxillary tooth'	PATO:0000122 and (PATO:0002304 some (PATO:0000921 and (BFO:0000052 some UBERON:0011593)))	length and (decreased_in_magnitude_relative_to some (width and (inheres_in some 'maxillary tooth')))		
43	Shape of atlas centrum in ventral view:	0	roughly equal in length to postatlantals	UBERON:2001983	'centrum 1'	PATO:0000122 and (PATO:0002306 some (PATO:0000122 and (BFO:0000052 some (UBERON:0001075 and (BFO:0000050 some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)))))	length and (similar_in_magnitude_relative_to some (length and (inheres_in some ('vertebral centrum' and (part_of some 'postatlantal vertebra')))))		
43	Shape of atlas centrum in ventral view:	1	much shorter	UBERON:2001983	'centrum 1'	PATO:0000122 and (PATO:0002304 some (PATO:0000122 and (BFO:0000052 some (UBERON:0001075 and (BFO:0000050 some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)))))	length and (decreased_in_magnitude_relative_to some (length and (inheres_in some ('vertebral centrum' and (part_of some 'postatlantal vertebra')))))		
43	Shape of atlas centrum in ventral view:	2	longer	UBERON:2001983	'centrum 1'	PATO:0000122 and (PATO:0002305 some (PATO:0000122 and (BFO:0000052 some (UBERON:0001075 and (BFO:0000050 some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)))))	length and (increased_in_magnitude_relative_to some (length and (inheres_in some ('vertebral centrum' and (part_of some 'postatlantal vertebra')))))		
