Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label
12	Dorsal cloacal glands in female:	1	present	UBERON:0017164	'dorsal cloacal gland'	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	0	present	UBERONTEMP:639b67b2-ef97-441e-a22c-978898847b4d	functional sacral vertebrae	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	1	absent	UBERONTEMP:639b67b2-ef97-441e-a22c-978898847b4d	functional sacral vertebrae	PATO:0000462	absent		
14	Articular	0	present as separate element	UBERON:2001805	'articular bone'	PATO:0000651	'unfused from'	UBERON:0011637	'prearticular bone'
14	Articular	1	fused with prearticular	UBERON:2001805	'articular bone'	PATO:0000642	'fused with'	UBERON:0011637	'prearticular bone'
15	Ulna distinctly exceeding humerus in length:	0	no	UBERON:0001424	ulna	PATO:0000122 and (PHENOSCAPE:complement_of some PATO:0000573)	length and (not some 'increased length')	UBERON:0000976	humerus
15	Ulna distinctly exceeding humerus in length:	1	yes	UBERON:0001424	ulna	PATO:0000573	increased length	UBERON:0000976	humerus
16	Extent of epidermis in female cloacal chamber:	0	epidermal lining does notextend to anterior one half of cloacal cha	UBERON:0001003 and (BFO:0000050 some (UBERON:0000162 and (BFO:0000050 some UBERON:0003100)))	'skin epidermis' and (part_of some (cloaca and (part_of some 'female organism')))	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0002463)	position and (PHENOSCAPE:complement_of some 'extends to')	BSPO:0000071 and (BFO:0000050 some UBERON:0000162)	'anterior region' and (part_of some cloaca)
16	Extent of epidermis in female cloacal chamber:	1	does extend into anteriorone-half of chamber	UBERON:0001003 and (BFO:0000050 some (UBERON:0000162 and (BFO:0000050 some UBERON:0003100)))	'skin epidermis' and (part_of some (cloaca and (part_of some 'female organism')))	PATO:0002463	'extends to'	BSPO:0000071 and (BFO:0000050 some UBERON:0000162)	'anterior region' and (part_of some cloaca)
17	Fused puboischiadic bar	0	absent	UBERON:4200135	puboischiadic bar	PATO:0000462	absent		
17	Fused puboischiadic bar	1	present	UBERON:4200135	puboischiadic bar	PATO:0000467	present		
18	Vomers, fusion	0	absent	UBERON:0002396 and (BSPO:0000121 some UBERON:0000468)	vomer and (in_right_side_of some 'multi-cellular organism')	PATO:0000651	unfused from	UBERON:0002396 and (BSPO:0000120 some UBERON:0000468)	vomer and (in_left_side_of some 'multi-cellular organism')
18	Vomers, fusion	1	present	UBERON:0002396 and (BSPO:0000121 some UBERON:0000468)	vomer and (in_right_side_of some 'multi-cellular organism')	PATO:0000642	fused with	UBERON:0002396 and (BSPO:0000120 some UBERON:0000468)	vomer and (in_left_side_of some 'multi-cellular organism')
19	Premaxilla, incisive process (GNC-46)	0	single	UBERON:0017249	incisive process of premaxilla	PATO:0002034	undivided		
19	Premaxilla, incisive process (GNC-46)	1	bipartite	UBERON:0017249	incisive process of premaxilla	PATO:0002533	bipartite		
19	Premaxilla, incisive process (GNC-46)	2	absent	UBERON:0017249	incisive process of premaxilla	PATO:0000462	absent		
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0000210	'tetrapod parietal bone'
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0000210	'tetrapod parietal bone'
21	Manual phalanx II-1, dorsal fossa:	0	single depression	BSPO:0000079 and (BFO:0000050 some UBERON:0004328)	'dorsal region' and (part_of some 'proximal phalanx of manual digit 2')	PATO:0000052	shape		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	BSPO:0000079 and (BFO:0000050 some UBERON:0004328)	'dorsal region' and (part_of some 'proximal phalanx of manual digit 2')	PATO:0002533	bipartite		
22	Gill rakers	0	longer than wide	UBERON:2000356	gill raker	PATO:0001154	elongated		
22	Gill rakers	1	wider than long	UBERON:2000356	gill raker	PATO:0002359	broad		
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	0	absent	UBERON:0002397	maxilla	PATO:0001505	'separated from'	UBERON:0002397	maxilla
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	1	present	UBERON:0002397	maxilla	PATO:0001961	'in contact with'	UBERON:0002397	maxilla
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	0	no	UBERON:0018334	lateral condyle of quadrate	PATO:0000141 and (PHENOSCAPE:complement_of some PATO:0001505)	structure and (not some 'separated from')	UBERON:0018337	medial condyle of quadrate
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERON:0018334	lateral condyle of quadrate	PATO:0001505	separated from	UBERON:0018337	medial condyle of quadrate
25	Intertarsal sesamoid:	0	absent	UBERON:0008000	sesamoid bone of pes	PATO:0000462	absent		
25	Intertarsal sesamoid:	1	present	UBERON:0008000	sesamoid bone of pes	PATO:0000467	present		
26	Pelvic fins	0	set apart, with a clear space between fins	UBERON:0000152	pelvic fin	PATO:0001505	separated from	UBERON:0000152	pelvic fin
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152	pelvic fin	PATO:0001961	in contact with	UBERON:0000152	pelvic fin
27	Postatlantal ribs	0	bicapitate	UBERON:0002228 and (BFO:0000050 some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)	rib and (part_of some 'postatlantal vertebra')	PATOTEMP:05e2dbcc-ba43-40e1-a80c-af1fdcb368b2	bicapitate		
27	Postatlantal ribs	1	unicapitate	UBERON:0002228 and (BFO:0000050 some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)	rib and (part_of some 'postatlantal vertebra')	PATOTEMP:09c64970-0329-4bad-9e19-2d2a9995742c	unicapitate		
28	Caudal spot expansion	0	caudal spot restricted to caudal fin	UBERON:0018308	caudal melanophore spot	PATO:0000587	decreased size		
28	Caudal spot expansion	1	caudal spot continues across caudal peduncle as part of a horizontal band	UBERON:0018308	caudal melanophore spot	PATO:0000586	increased size		
29	Lateral pelvic glands:	0	absent in males	UBERON:4300130 and (BFO:0000050 some UBERON:0003101)	'lateral pelvic gland' and (part_of some 'male organism')	PATO:0000462	absent		
29	Lateral pelvic glands:	1	present	UBERON:4300130	'lateral pelvic gland'	PATO:0000467	present		
30	Retroarticular and process of anguloarticular on same vertical plane	0	no	UBERON:2000422	retroarticular	PATO:0001654	misaligned with	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some 'articular/anguloarticular')
30	Retroarticular and process of anguloarticular on same vertical plane	1	yes	UBERON:2000422	retroarticular	PATO:0001653	aligned with	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some 'articular/anguloarticular')
31	Rostrum, dense neurovascular pitting:	0	absent	UBERONTEMP:4782dceb-2798-4fc5-bc6a-f97dda50f7f0 and (BFO:0000050 some UBERONTEMP:391014c6-ca27-4893-bcf2-cfee00fd186f)	'neurovascular pitting' and (part_of some 'archosaur rostrum')	PATO:0000462	absent		
31	Rostrum, dense neurovascular pitting:	1	present	UBERONTEMP:4782dceb-2798-4fc5-bc6a-f97dda50f7f0 and (BFO:0000050 some UBERONTEMP:391014c6-ca27-4893-bcf2-cfee00fd186f)	'neurovascular pitting' and (part_of some 'archosaur rostrum')	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	0	present	UBERON:0017102	flexor cruris lateralis pars accessoria muscle	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	1	absent	UBERON:0017102	flexor cruris lateralis pars accessoria muscle	PATO:0000462	absent		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0010389	'pterygoid bone'	PATO:0002391	triradiate		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:4100000 and (BFO:0000050 some (BSPO:0000050 and (BFO:0000050 some UBERON:0010389)))	'skeletal element projection' and (part_of some ('antero-medial region' and (part_of some 'pterygoid bone')))	PATO:0000467	present		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0010389	'pterygoid bone'	PATO:0002536	'boomerang shaped'		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0010389	'pterygoid bone'	PATOTEMP:517eec99-06f8-46b2-a906-c20b72edcd9d	bar-like		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0010389	'pterygoid bone'	PATO:0000588	vestigial		
33	Pterygoid process	4	absent	UBERON:0010389	'pterygoid bone'	PATO:0000462	absent		
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	0	houses it	UBERON:0000161 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	orifice and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERON:0000161 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	orifice and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERON:0000161 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	orifice and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	2	within prootic	UBERON:0000161 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	orifice and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERON:0000161 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	orifice and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERON:0000161 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0018373)))	orifice and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0000210	'tetrapod parietal bone'
35	C1 presence of upper canine UC1	0	present	UBERON:0018300	upper canine 1	PATO:0000467	present		
35	C1 presence of upper canine UC1	1	absent	UBERON:0018300	upper canine 1	PATO:0000462	absent		
36	Tooth cusps on lower pharyngobranchial toothplate	0	unicuspid (simple teeth)	UBERON:0001091 and (BFO:0000050 some UBERON:0018283)	'calcareous tooth' and (part_of some 'lower pharyngobranchial toothplate')	PATO:0005021	unicuspidate		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:0001091 and (BFO:0000050 some UBERON:0018283)	'calcareous tooth' and (part_of some 'lower pharyngobranchial toothplate')	PATO:0002257	multicuspidate		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:0001091 and (BFO:0000050 some UBERON:0018283)	'calcareous tooth' and (part_of some 'lower pharyngobranchial toothplate')	PATO:0005009	molariform		
37	Cheek scales	0	asquamate in part of region between eye and origin of mouth	UBERON:0018312	cheek scale	PATO:0000462	absent		
37	Cheek scales	1	scales present throughout region between eye and origin of mouth	UBERON:0018312	cheek scale	PATO:0000467	present		
38	Squamation, bony tubercles	0	absent	UBERON:0017163	'skin bony tubercle'	PATO:0000462	absent		
38	Squamation, bony tubercles	1	present as individual tubercular osteoderms	UBERONTEMP:7aa5f2b6-b717-4c00-b8a6-2d6b9751f330	'tubercular osteoderm'	PATO:0000467	present		
38	Squamation, bony tubercles	2	present as osteoscutes covered with multiple tubercles	UBERONTEMP:080c03c2-7703-4e20-86a6-92044baec6b3	osteoscute	PATOTEMP:fd76a9ba-0b26-4ccb-9e4a-7bd0efe1ebc7	'covered by'	UBERON:0017163	'skin bony tubercle'
39	Pitting on dorsal osteoderms	0	absent	UBERON:0018317	'dorsal osteoderm'	PATO:0001925 and (PHENOSCAPE:complement_of some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	'surface feature shape' and (not some pitted)		
39	Pitting on dorsal osteoderms	1	present as subspherical pits	UBERON:0018317	'dorsal osteoderm'	PATOTEMP:31bc4d29-9a48-4581-be6f-41132c77efb7	'subspherical pitting'		
39	Pitting on dorsal osteoderms	2	present as elongate pits	UBERON:0018317	'dorsal osteoderm'	PATOTEMP:90175bd2-30b1-4133-8ff4-223f0f820d83	'elongate pitting'		
39	Pitting on dorsal osteoderms	3	mixture of subspherical and elongate pits	UBERON:0018317	'dorsal osteoderm'	PATOTEMP:31bc4d29-9a48-4581-be6f-41132c77efb7	'subspherical pitting'		
39	Pitting on dorsal osteoderms	3	mixture of subspherical and elongate pits	UBERON:0018317	'dorsal osteoderm'	PATOTEMP:90175bd2-30b1-4133-8ff4-223f0f820d83	'elongate pitting'		
40	RPL nasal, anterior edge, shape	0	midline is positioned posterior to lateral extremity	BSPO:0000071 and (BFO:0000050 some UBERON:0001681)	'anterior region' and (part_of some 'nasal bone')	PATO:0001857	concave		
40	RPL nasal, anterior edge, shape	1	relatively straight	BSPO:0000071 and (BFO:0000050 some UBERON:0001681)	'anterior region' and (part_of some 'nasal bone')	PATO:0002180	straight		
40	RPL nasal, anterior edge, shape	2	midline is positioned anterior to lateral extremity	BSPO:0000071 and (BFO:0000050 some UBERON:0001681)	'anterior region' and (part_of some 'nasal bone')	PATO:0001355	convex		
41	Pelvic plate semicircular with anterolateral concavity	0	absent	UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029	pelvic plate	PATO:0000462	absent		
41	Pelvic plate semicircular with anterolateral concavity	1	present	UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029	pelvic plate	PATO:0002232	semicircular		
41	Pelvic plate semicircular with anterolateral concavity	1	present	BSPO:0000029 and (BFO:0000050 some UBERONTEMP:77dc0e17-6de8-4115-a7f6-9e692dab9029)	'antero-lateral region' and (part_of some 'pelvic plate')	PATO:0001857	concave		
42	Maxillary tooth cross-section	0	labiolingually compressed	UBERON:0011593	'maxillary tooth'	PATO:0005017	'labiolingually compressed'		
42	Maxillary tooth cross-section	1	nearly circular	UBERON:0011593	'maxillary tooth'	PATO:0002397	subcircular		
42	Maxillary tooth cross-section	2	mesiodistally compressed	UBERON:0011593	'maxillary tooth'	PATO:0005018	'mesiodistally compressed'		
43	Shape of atlas centrum in ventral view:	0	roughly equal in length to postatlantals	UBERON:0001075 and (part_of some UBERON:0001092)	'bony vertebral centrum' and (part_of some 'cervical vertebra 1')	PATOTEMP:08f33581-2b05-477a-9213-dda0e0972f7a	'equal length'	UBERON:0001075 and (part_of some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)	'bony vertebral centrum' and (part_of some 'postatlantal vertebra')
43	Shape of atlas centrum in ventral view:	1	much shorter	UBERON:0001075 and (part_of some UBERON:0001092)	'bony vertebral centrum' and (part_of some 'cervical vertebra 1')	PATO:0000574	'decreased length'	UBERON:0001075 and (part_of some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)	'bony vertebral centrum' and (part_of some 'postatlantal vertebra')
43	Shape of atlas centrum in ventral view:	2	longer	UBERON:0001075 and (part_of some UBERON:0001092)	'bony vertebral centrum' and (part_of some 'cervical vertebra 1')	PATO:0000573	'increased length'	UBERON:0001075 and (part_of some UBERONTEMP:6be80d29-edb2-4da5-ae46-0ceed67a11fb)	'bony vertebral centrum' and (part_of some 'postatlantal vertebra')
44	Axial radials articulate with pre-and post-axial radials	0	absent	UBERONTEMP:8c5bfe06-2d2f-4fb0-a007-d95f0c9d6ff0	axial radial	PATO:0000462	absent		
44	Axial radials articulate with pre-and post-axial radials	1	present	UBERONTEMP:8c5bfe06-2d2f-4fb0-a007-d95f0c9d6ff0	axial radial	PATO:0002278	articulated with	UBERONTEMP:1464c6a6-3dfd-4012-a7f9-2345d6c35a4d	pre-axial radial
44	Axial radials articulate with pre-and post-axial radials	1	present	UBERONTEMP:8c5bfe06-2d2f-4fb0-a007-d95f0c9d6ff0	axial radial	PATO:0002278	articulated with	UBERONTEMP:f8e06136-ea33-4350-86f8-ae94bee54e43	post-axial radial
45	Claspers with 'toothed' plate	0	absent	UBERONTEMP:597a5e91-1c54-4947-bdb8-914622a479e1 and (BFO:0000050 some UBERON:0010516)	'toothed plate' and (part_of some clasper)	PATO:0000462	absent		
45	Claspers with 'toothed' plate	1	present	UBERONTEMP:597a5e91-1c54-4947-bdb8-914622a479e1 and (BFO:0000050 some UBERON:0010516)	'toothed plate' and (part_of some clasper)	PATO:0000467	present		
46	Central figure and surrounding segments on dorsal osteoderms	0	absent	UBERON:0018309 and (BFO:0000050 some UBERON:0018317)	'central figure of scute' and (part_of some 'dorsal osteoderm')	PATO:0000462	absent		
46	Central figure and surrounding segments on dorsal osteoderms	1	present	UBERON:0018309 and (BFO:0000050 some UBERON:0018317)	'central figure of scute' and (part_of some 'dorsal osteoderm')	PATO:0000467	present		
47	Retroarticular process composition	0	composed of articular only	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:2001805	'articular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:0011636	'surangular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:2001805	'articular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:0011079	'angular bone'
47	Retroarticular process composition	1	composed of several bones (three of: surangular, articular, angular, prearticular)	UBERON:3000543	'retroarticular process'	PATO:0000025	composition	UBERON:0011637	'prearticular bone'
48	Ectethmoid:	0	no anterior or lateral expansion	UBERON:0010889	ectethmoid	PATO:0000052 and (PHENOSCAPE:complement_of some PATO:0000586)	shape and (not some 'increased size')		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	UBERON:0010889	ectethmoid	PATO:0000586	increased size		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	UBERON:0010889	ectethmoid	PATO:0002253	platelike		
48	Ectethmoid:	1	greatly expanded anteriorly, plate-like, with dorsal margin largely fused with frontals	BSPO:0000079 and (BFO:0000050 some UBERON:0010889)	'dorsal region' and (part_of some ectethmoid)	PATO:0000642	fused with	UBERON:0000209	'tetrapod frontal bone'
48	Ectethmoid:	2	greatly expanded anterolaterally, inflated, with dorsal margin largely fused with frontals	UBERON:0010889	ectethmoid	PATO:0000586	increased size		
48	Ectethmoid:	2	greatly expanded anterolaterally, inflated, with dorsal margin largely fused with frontals	UBERON:0010889	ectethmoid	PATO:0002376	inflated		
48	Ectethmoid:	2	greatly expanded anterolaterally, inflated, with dorsal margin largely fused with frontals	BSPO:0000079 and (BFO:0000050 some UBERON:0010889)	'dorsal region' and (part_of some ectethmoid)	PATO:0000642	fused with	UBERON:0000209	'tetrapod frontal bone'
49	Ventral lobe of tail supported by hypochordal radials extending beyond level of body wall	0	absent	UBERON:0018324 and (BFO:0000050 some UBERON:2001594)	'hypochordal radial' and (part_of some 'caudal fin lower lobe')	PATO:0000462	absent		
49	Ventral lobe of tail supported by hypochordal radials extending beyond level of body wall	1	present	UBERON:0018324 and (BFO:0000050 some UBERON:2001594)	'hypochordal radial' and (part_of some 'caudal fin lower lobe')	PATO:0002464	extends beyond	UBERON:0000309	body wall
50	p1 presence of tooth replacement at Lp1 position	0	absent	UBERON:0018296 and (BFO:0000050 some UBERON:0018284)	'replacement tooth' and (part_of some 'lower premolar 1')	PATO:0000462	absent		
50	p1 presence of tooth replacement at Lp1 position	1	presence	UBERON:0018296 and (BFO:0000050 some UBERON:0018284)	'replacement tooth' and (part_of some 'lower premolar 1')	PATO:0000467	present		
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	0	greater than 1/2	UBERON:0018365	supratemporal process	PATO:0000573	increased length	BSPO:0000071 and (BFO:0000050 some UBERON:0000210)	'anterior region' and (part_of some 'tetrapod parietal bone')
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	1	less than 1/2	UBERON:0018365	supratemporal process	PATO:0000574	decreased length	BSPO:0000071 and (BFO:0000050 some UBERON:0000210)	'anterior region' and (part_of some 'tetrapod parietal bone')
51	Parietal, supratemporal processes length from the level of the parietal notch compared to the parietal anterior to that point (G30)	2	absent	UBERON:0018365	supratemporal process	PATO:0000462	absent		
52	Osteoderms, ventral surface of the body (E126)	0	absent	UBERONTEMP:e721be0d-84cc-4420-be39-a96b9f84becc and (BFO:0000050 some (BSPO:0000384 and (BFO:0000050 some UBERON:0002100)))	osteoderm and (part_of some ('ventral surface' and (part_of some trunk)))	PATO:0000462	absent		
